P,PET,Tmax,Tmin,R
0.43,0.5583,26.8778,12.0833,2.718
1.16,0.5418,27.8667,17.7722,2.693
0.02,0.5087,30.15,17.0444,2.668
0.61,0.5253,31.2167,15.5778,2.642
2.3,0.5418,28.1222,17.7389,2.617
0.22,0.5253,27.9667,14.6778,2.591
0.13,0.5418,28.3611,11.3556,2.566
0.98,0.5253,28.3444,12.4111,2.54
9.49,0.5087,26.3333,17.2278,2.515
0.39,0.5253,25.4333,14.2167,2.489
2.65,0.6121,24.2056,15.1667,2.463
3.78,0.6452,21.0778,12.9611,2.437
0.02,0.5749,23.0389,8.45,2.411
0,0.5418,22.85,7.1278,2.385
0,0.5087,23.3667,8.4056,2.36
0,0.4922,25.6111,7.4667,2.334
0,0.4591,26.55,8.9611,2.308
0,0.4591,26.3222,8.5889,2.282
0,0.4591,26.85,12.0333,2.256
0.03,0.4425,29.0389,10.9167,2.23
0.58,0.4425,29.8667,10.7389,2.205
3.74,0.4425,28.9167,10.8722,2.179
0,0.4591,20.4611,5.1944,2.153
0,0.3764,21.5778,0.9833,2.127
0.02,0.4103,24.8389,6.1056,2.102
1,0.4756,25.8556,7.7167,2.076
1.96,0.4136,20.5333,8.2,2.051
1.28,0.4177,14.3056,7.55,2.026
19.41,0.4591,12.2167,6.4,2
0.98,0.5253,12.9333,7.1444,1.975
0.03,0.6287,17.95,7.1056,1.95
0,0.5914,19.7111,6.8444,1.925
0,0.5253,23.6056,5.5667,1.901
0,0.4922,25.8,6.1333,1.876
0.01,0.4756,23.6389,7.6722,1.851
0,0.4756,22.9,9.9611,1.827
0,0.4591,20.4333,6.7111,1.803
0,0.4425,22.9944,5.4278,1.779
0,0.4425,22.7444,4.4556,1.755
0,0.4591,17.05,1.9833,1.731
0,0.4591,12.9833,-5.6167,1.708
0,0.4425,19.45,-4.6444,1.684
0,0.426,21.9222,-1.3833,1.661
0,0.4425,23.9222,1.3944,1.638
0,0.4425,23.7444,2.4278,1.615
0,0.4425,20.4833,1.8278,1.593
0,0.4591,22.2389,1.6611,1.571
0.01,0.4591,18.3889,3.1833,1.548
0.01,0.4591,11.1056,-0.8222,1.527
0,0.4425,15.5722,-4.2778,1.505
0,0.4425,20.5833,-0.9778,1.484
0,0.426,21.8222,1.2611,1.463
0,0.4591,23.4111,1.2389,1.442
0.53,0.4756,23.8556,4.6222,1.421
0,0.4425,17.6556,-0.8833,1.401
0,0.4425,18.45,-2.0111,1.381
0,0.4425,18.9722,3.4167,1.361
0,0.4425,14.15,0.5667,1.342
0.06,0.426,14.15,-4.8444,1.322
0.05,0.4425,18.7,-1.6333,1.304
8.18,0.4756,15.5222,6.3389,1.285
6.82,0.4922,10.1944,3.7,1.267
0,0.5418,14.0889,-1.0333,1.249
0.17,0.5418,16.7444,-2.5833,1.231
2.67,0.5087,15.8111,-0.7111,1.214
3.8,0.4922,18.7111,5.3889,1.197
0.01,0.5418,21.8667,3.5778,1.181
0,0.5418,23.1889,5.4833,1.164
0.42,0.4922,19.3889,5.9056,1.148
25.65,0.4756,16.5556,8.9056,1.133
5.15,0.5418,16.4111,10,1.118
30.49,1.5841,13.3722,4.3444,1.103
0.71,2.8993,8.5778,1.8333,1.088
0,1.7288,13.3556,1.3444,1.074
0,0.9926,14.3778,-0.85,1.061
0.07,0.7776,13.3333,2.7556,1.047
4.71,0.6866,15.1722,6.3278,1.034
0,0.6659,13.2611,1.2056,1.022
0.06,0.6659,7.7611,-3.7667,1.009
0.25,0.6452,5.3944,-5.5889,0.998
0.05,0.6121,5.2389,-3.5111,0.986
0.07,0.6121,4.2222,-8.8444,0.975
4.85,0.5749,3.4278,-3.5222,0.965
0.03,0.5914,8.8278,-2.0167,0.955
0.74,0.5914,6.9556,-0.5389,0.945
7.57,0.5914,8.5389,2.4333,0.935
0.1,0.6287,13.6667,-0.0222,0.926
0,0.6659,16.5222,-0.3389,0.918
0.01,0.6287,16.1,2.4111,0.91
0.21,0.5914,18.7889,2.2444,0.902
30.24,0.6121,17.1333,8.0556,0.895
0.47,1.3649,12.9611,-0.5,0.888
0.07,1.8818,9.4889,-4.7167,0.882
0.02,1.1374,6.6222,-3.5778,0.876
0.04,0.8892,3.3444,-7.75,0.87
0.04,0.7776,0.9389,-8.6,0.865
0,0.7197,8.0667,-7.0778,0.86
0,0.6659,14.35,-4.2611,0.856
0,0.6452,15.3667,-1.2333,0.852
0.38,0.6452,12.8556,-1.3333,0.849
6.15,0.6121,8.3833,-0.7167,0.846
0.82,0.6659,10.8167,1.0222,0.844
1.08,0.6866,9.0611,0.9389,0.842
0.96,0.6659,8.8444,3.2556,0.84
0.03,0.6452,11.4111,2.2722,0.839
0,0.6287,12.5,0.2722,0.838
0,0.5914,10.8889,-1.1,0.838
0,0.5914,8.8,-1.4667,0.838
0,0.5914,6.6667,-5.55,0.839
0.01,0.5914,9.0278,-8.4389,0.84
10.95,0.5749,8.9722,-3.1111,0.842
16.97,0.943,6.8722,0.8667,0.844
0.07,1.3442,10.7333,-0.0111,0.84
2.74,1.1787,7.3833,-1.1056,0.849
0.69,0.9099,6.3167,-0.2056,0.852
0.33,0.852,2.5278,-4.5944,0.856
0.04,0.7941,4.1333,-5.9611,0.86
0.31,0.7197,7.7167,-5.2056,0.865
0.11,0.7031,14.7667,2.0389,0.87
13.64,0.7031,12.9444,4.1333,0.875
13.72,1.4269,9.9,3.9333,0.881
1.36,1.4683,8.3833,2.5833,0.888
0.53,1.4269,8.1444,0.5389,0.894
0.07,1.4683,7.5278,-2.5333,0.902
0,1.0547,12.4722,-4.0667,0.909
0,0.8892,14.6556,-1.1444,0.917
0,0.8148,16.9556,1.4778,0.926
0.06,0.7776,19.1111,4.0778,0.935
0.72,0.7197,15.9833,4.45,0.944
9.22,0.761,15.8778,5.5556,0.954
0.03,0.8892,16.3111,-1.0111,0.964
0.77,0.852,17.1111,0.8056,0.974
23.75,1.2615,14.0167,4.3,0.985
0.34,2.4402,14.3444,-0.4167,0.997
14.53,1.675,14.1389,1.9722,1.008
8.57,2.5601,14.0778,3.0722,1.021
0.21,2.8455,7.2056,-2.5667,1.033
0,1.8818,8.5778,-5.0444,1.046
0.01,1.3855,11.6222,-1.1611,1.059
6.61,1.2201,12.5944,3.15,1.073
0,1.2615,9.0222,-4.1111,1.087
0,1.034,11.4611,-3.3889,1.101
0.01,0.9099,14.6833,1.6,1.116
0.06,0.8685,15.7833,4.1667,1.131
0,0.852,12.6167,-2.2889,1.147
0.03,0.7941,15.2389,-2.5278,1.163
0.17,0.7776,13.4278,0.8556,1.179
0.05,0.7403,10.4722,-5.2889,1.196
12.06,0.7197,10.5167,0.1944,1.212
11.2,1.2615,11.2111,3.4333,1.23
0.29,1.6337,10.7,1.3,1.247
0,1.3028,14.5611,-1.8167,1.265
0.11,1.034,16.6444,1.1167,1.283
5.76,0.9306,13.4667,2.9556,1.302
5.68,1.1374,14.8167,3.8556,1.321
0.52,1.2615,10.0333,-1.2944,1.34
9.65,1.034,11.6167,-5.9056,1.359
17.83,2.3823,10.05,-0.1222,1.379
0,3.0606,11.1222,-3.9278,1.399
0.02,2.0556,10.5,-0.8556,1.419
0,1.4683,9.2667,-7.2167,1.44
0.01,1.2201,12.4889,-3.3167,1.461
38.62,1.096,12.8333,3.8278,1.482
21.66,4.5909,18.1556,7.9389,1.503
0.15,10.9188,13,0.8833,1.525
0.12,6.452,11.8278,-3.5333,1.546
2.33,2.4402,9.6722,-0.2944,1.569
0.21,1.9232,11.8167,1.4944,1.591
0.14,1.675,13.9722,5.0056,1.613
0.48,1.4683,16.7222,2.7333,1.636
0.02,1.3028,15.4056,1.1,1.659
4.93,1.2201,11.7389,-0.5056,1.682
10.98,1.3028,7.9333,-1.5667,1.705
12.3,1.6337,3.5667,-1.9333,1.729
9.86,2.1465,17.2444,0.0833,1.753
0,3.0606,16,-1.3278,1.777
0,2.192,17.6889,-0.4222,1.801
0.03,1.675,18.6,1.7278,1.825
0.09,1.4683,15.3722,1.5111,1.849
0,1.3442,12.3667,-4,1.874
0.26,1.2201,16.5889,-2.3444,1.898
14.53,1.1787,13.7167,1.7111,1.923
10.44,1.3028,11.7111,4.9389,1.948
0.6,1.551,19.9444,7.9389,1.973
0.59,1.7578,22.8444,3.9611,1.998
19.35,1.977,22.8,11.6056,2.023
0,4.26,20.9167,5.8444,2.049
0,2.6387,21.0222,2.2778,2.074
6.36,1.8818,19.8722,7.55,2.1
1.2,1.7164,19.8444,8.3444,2.125
0,1.5923,20.4833,2.7889,2.151
0.67,1.3855,17.5167,4.0222,2.176
17.54,1.3028,13.9222,7.6222,2.202
48.55,1.8115,16.2056,10.1056,2.228
2.14,9.9262,19.8389,7.6611,2.254
1.44,13.3177,17.2333,3.3556,2.28
0,5.0045,8.3667,-0.6778,2.306
0,2.6387,11.6333,-1.3444,2.331
0.11,2.1465,13.4444,1.5,2.357
0,1.8818,11.4833,1.4611,2.383
0,1.7164,16.7667,0.4444,2.409
0.24,1.5923,21.2,7.1333,2.435
2.09,1.5096,25.4944,10.05,2.461
0,1.6337,22.8,9.0111,2.486
0,1.3855,19.9611,3.3111,2.512
0,1.3028,21.7667,6.3667,2.538
0.47,1.3028,20.6556,3.2722,2.564
11.69,1.2615,17.6722,6.3833,2.589
2.67,1.3855,19.4,9.5556,2.615
0.1,1.5096,22.0222,3.4056,2.64
0.05,1.3442,25.8444,7.25,2.665
0.47,1.2615,26.5056,12.2944,2.691
0.49,1.1787,24.2278,6.7833,2.716
5.28,1.2201,20.8944,8.6611,2.741
7.76,1.6337,17.1778,5.9222,2.766
0.06,1.6337,15.1,1.7111,2.79
0.48,1.2615,15.2056,0.8778,2.815
1.21,1.1787,14.2278,4.9278,2.84
0.09,1.1374,18.4222,-0.2444,2.864
1.3,1.0547,19.3389,8.4056,2.888
0.16,1.096,16.1222,3.05,2.912
0.05,1.096,9.2111,-1.4778,2.936
0,1.034,15.5278,-0.8778,2.96
0,1.0133,21.2722,-0.2111,2.983
0,0.9926,25.5444,8.3056,3.007
0.12,0.9926,27.1944,12.7111,3.03
7.87,0.9719,26.6278,14.0556,3.053
0.42,1.034,23.6,12.35,3.076
0.16,1.0547,18.6667,4.9611,3.098
0,1.0133,21.0333,2.6167,3.12
0.66,0.9306,26.3556,6.6556,3.143
23.05,0.9719,24.2944,12.8611,3.164
0.93,1.3855,26.75,11.6667,3.186
2.21,1.4269,27.9556,15.5833,3.207
0.12,1.2201,26.6222,12.0444,3.228
0.17,1.096,25.6,14.8611,3.249
6.64,1.0133,26.3556,16.5778,3.27
15.37,1.0547,23.4778,15.3556,3.29
2.06,1.3028,22.7,11.6389,3.31
0.48,1.6337,21.8389,9.1556,3.33
0,1.3442,22.4167,8.6222,3.349
0,1.1374,27.5889,9.8222,3.369
0,1.0547,30.3889,10.5722,3.387
0,0.9719,30.7111,11.8222,3.406
0.02,0.9306,30.1389,13.6167,3.424
0.63,0.8892,29.0389,14.9667,3.442
4.23,0.8685,29.1278,15.9,3.46
0.13,0.8355,27.8111,14.55,3.477
0.12,0.8892,27.3556,16.6222,3.494
1.8,0.8685,27.6778,15.9389,3.511
13.32,0.852,24.6222,15.5389,3.527
0,0.9513,26.0778,12.3222,3.543
0,0.9513,28.2389,14.0444,3.558
0.01,0.852,30.6333,15.3389,3.573
0.55,0.7776,32.6778,19.0167,3.588
0.03,0.7776,30.9667,17.8667,3.603
0.15,0.761,33.2111,18.8944,3.617
0,0.7197,32.7056,18.8944,3.63
0,0.6866,29.9278,17.3778,3.644
0,0.6452,27.35,9.8944,3.657
0,0.6121,28.3667,8.5333,3.669
0,0.6121,32.6056,15.2056,3.682
0.09,0.6121,33.4778,19.4667,3.693
0,0.6121,31.6278,17.1278,3.705
0.02,0.5583,28.8,9.2944,3.716
0.04,0.5583,29.9056,9.2,3.726
0,0.5418,30.6056,11.4111,3.736
1.19,0.5418,31.2056,13.1222,3.746
13.38,0.5087,31.05,17.3278,3.756
37.05,1.1787,29.6444,18.5889,3.765
6.81,1.7164,29.9389,19.25,3.773
6.42,1.3028,31.6167,18.3389,3.781
12.35,1.6337,33.0611,17.8167,3.789
0.02,2.1341,28.7167,16.2722,3.796
1.13,1.2615,29.8444,16.4611,3.803
16.24,0.9513,29.7333,16.4667,3.809
0.61,1.096,26.9667,15.6722,3.815
0.13,1.096,23.4889,14.0556,3.821
0.07,0.9099,25.0611,15.2667,3.826
17.44,1.1415,29.7333,18.7611,3.831
0.04,1.2615,28.75,17.65,3.835
0.07,1.096,29.8167,17.2222,3.839
1.65,0.8355,31.6444,18.1056,3.842
19.04,0.761,32.6222,18.8056,3.845
2.13,1.3318,30.7222,16.8556,3.847
0.38,1.2201,31.4667,16.5111,3.849
0.34,1.0547,30.65,16.8278,3.851
0.07,0.8355,29.6833,17.6556,3.852
2.2,0.7197,30.1556,18.1222,3.853
11.4,0.6659,30.9111,19.4556,3.853
2.72,1.642,30.4167,19.1556,3.853
5.09,1.4683,30.6056,19.55,3.852
0.01,1.4683,32.7056,18.6833,3.851
0.04,0.9513,34.1778,18.4333,3.849
7.02,0.7197,34.4111,18.8444,3.847
15.64,0.8148,33.3333,19.1,3.845
3.82,0.9471,31.7611,18.6444,3.842
1.66,1.2201,31.6778,18.7056,3.839
4.57,1.3855,32.7667,20.3444,3.835
2.64,0.9513,32.7778,20.2778,3.831
0.61,0.8148,30.7833,19.9111,3.826
0.02,0.7197,30.0667,18.4778,3.821
0.16,0.6452,28.2278,15.4278,3.816
0,0.5749,26.85,12.35,3.81
0,0.5583,27.1389,11.25,3.803
0,0.5583,27.35,11.4111,3.797
0.03,0.5253,28.6833,13.6889,3.789
0.17,0.5087,29.7278,15.5778,3.782
0.01,0.4922,30.3389,18.2556,3.774
0.13,0.4922,31.0389,16.9833,3.765
5.63,0.4591,30.9833,18.4056,3.756
0.94,0.4756,31.7222,19.5667,3.747
1.02,0.6452,32.8722,18.2333,3.737
0.66,0.5418,33.3,18.0111,3.727
15.69,0.4756,29.6111,19.4278,3.717
1.08,0.4922,29.7833,19.3833,3.706
0.29,0.5749,30.9722,16.3222,3.694
0,0.6121,30.0333,16.0556,3.683
0,0.4922,30.1111,15.9889,3.67
0,0.4425,31.9556,14.3,3.658
0.03,0.4177,33.5278,16.6167,3.645
0.12,0.4136,34.8,17.85,3.632
1.55,0.3702,35.1611,20.2722,3.618
0.8,0.3553,35.7167,20.5278,3.604
1.16,0.3702,34.0389,20.1833,3.59
6.81,0.395,35.2,20.8333,3.575
17.84,0.4922,34.1,19.2889,3.56
3.39,0.6493,31.2611,19.5333,3.544
1.04,0.7941,33.1111,21.2278,3.528
0.15,0.5749,30.3056,18.8611,3.512
1.88,0.4922,27.5722,18.7222,3.495
4.61,0.4591,30.8,17.7611,3.479
0.95,0.5914,28.2389,16.5278,3.461
0.02,0.5253,28.7611,13.7722,3.444
0,0.4922,30.0056,14.4222,3.426
0,0.426,30.8,15.2167,3.408
0,0.3764,31.1389,16.1611,3.389
0,0.3611,32.8056,16.5667,3.37
0.2,0.3234,34.0056,16.7722,3.351
0.69,0.3263,34.3778,16.8722,3.332
7.17,0.3263,30.0833,18.3778,3.312
0.44,0.426,27.8778,16.2722,3.292
17.91,0.4922,25.2222,15.5556,3.272
0.3,0.6659,25.8667,14.8778,3.251
0.07,0.6287,27.3667,14.1278,3.23
1.15,0.4756,26.6389,14.1944,3.209
0.37,0.426,28.4611,14.25,3.188
0.09,0.4074,30.0944,13.5333,3.166
0,0.395,31.0611,13.85,3.145
0,0.3702,31.9944,13.4722,3.122
0,0.3379,32.55,14.2722,3.1
0,0.3292,33.1444,15.1222,3.078
0,0.2887,33.6278,15.7111,3.055
0,0.2961,34.3444,16.1389,3.032
0,0.3036,35.3722,17.4167,3.009
0,0.275,34.7944,16.95,2.986
0.06,0.2647,34.3556,17.8167,2.962
1.98,0.2626,33.7611,18.4167,2.938
10.38,0.2564,30.75,20.2,2.914
26.98,0.2812,26.7889,18.6444,2.89
9.84,1.4062,22.1333,14.5389,2.866
0.1,2.0349,25.8889,11.5889,2.842
0.43,0.7403,26.6611,10.8167,2.817
0.95,0.5087,25.4722,10.3667,2.793
0.3,0.4219,25.0944,8.5778,2.768
0.19,0.3673,27.0111,9.6722,2.743
1.55,0.3524,29.6778,13.7944,2.718
0.03,0.3553,26.6556,12.1056,2.693
0,0.3611,25.0167,5.6056,2.668
0,0.3263,28.9611,10.3556,2.642
0,0.3263,30.4833,12.4944,2.617
0.01,0.309,30.0833,10.9222,2.591
0.11,0.309,28.2778,11.9333,2.566
3.69,0.2709,26.3833,16.4611,2.54
13.18,0.3061,24.2833,16.1278,2.515
0.83,0.3466,27.3222,15,2.489
0.04,0.5087,24.1833,8.3389,2.463
0,0.4756,21.7833,5.0389,2.437
0.05,0.3855,22.6889,5.4111,2.411
2.07,0.335,20.7056,9.9833,2.385
10.1,0.3292,20.9167,13.5222,2.36
7.91,0.4756,24.5111,14.9,2.334
0,0.4922,29.1,13,2.308
0,0.4756,31,9.5722,2.282
0,0.4012,30.1056,10.1444,2.256
0,0.3764,30.0167,14.6833,2.23
0,0.3408,27.1333,15.7222,2.205
0,0.3234,25.7333,9.3611,2.179
0,0.335,26.9444,7.6389,2.153
0,0.3495,27.8278,8.7944,2.127
0.04,0.309,24.5556,10.4889,2.102
0.01,0.3292,19.8444,4.6333,2.076
0,0.3292,18.7444,0.9,2.051
0,0.3147,20.6167,0.9722,2.026
0,0.3205,22.8278,2.65,2
0,0.3263,25.2333,3.8556,1.975
0,0.3437,27.1389,7.6333,1.95
0,0.309,23.0667,8.8167,1.925
0.27,0.3234,19.75,11.1444,1.901
0,0.2937,24.2611,10.8722,1.876
0,0.3292,27.7222,9.1333,1.851
0,0.3118,27.4722,8.5889,1.827
0,0.3205,27.2333,8.3278,1.803
0,0.3234,27.2,8.1278,1.779
0,0.309,28.1056,8.7556,1.755
0,0.309,27.4889,9.2,1.731
0,0.3147,23.2611,9.2111,1.708
0,0.3118,24.3944,4.8667,1.684
0,0.3011,23.2167,8.2,1.661
0.02,0.3011,20.6889,5.0056,1.638
0.06,0.3205,21.3944,2.5778,1.615
10.46,0.3205,19.2833,7.2056,1.593
4.11,0.335,20.7611,10.6556,1.571
1.33,0.4219,15.8167,6.4611,1.548
0.01,0.4425,18.5167,3.5333,1.527
0,0.364,22.1944,1.85,1.505
0,0.3673,23.1167,5.2389,1.484
0,0.3611,24.4611,2.8444,1.463
0,0.3466,25.3278,3.4556,1.442
0.02,0.3466,22.0667,5.0778,1.421
0.76,0.3408,15.7722,3.2,1.401
0.08,0.3495,7.3,-0.4778,1.381
0,0.3321,8.45,-5.1611,1.361
0,0.3495,11.8333,-4.4556,1.342
0,0.3582,15.6056,-3.0611,1.322
0,0.3524,14.85,-1.5333,1.304
0,0.3582,16.9444,-3.3722,1.285
0,0.3524,17.9056,-1.7944,1.267
0,0.3553,16.7111,-2.1278,1.249
0,0.3524,18.6611,-2.0056,1.231
0,0.3582,21.9722,-0.5667,1.214
0,0.3673,23.1056,1.5167,1.197
0,0.3582,23.9222,0.0944,1.181
0,0.3553,23.3944,0.5111,1.164
0.09,0.3553,22.7167,2.4167,1.148
3.14,0.3524,20.2111,5.7,1.133
10.85,0.3466,18.8944,11.5056,1.118
11.87,0.4425,18.9167,12.3333,1.103
0.26,0.5583,20.1667,9.6333,1.088
1.4,0.6452,15.5278,3,1.074
0.5,0.6121,11.3667,1.9833,1.061
0.16,0.4591,7.5167,-3.2833,1.047
0.03,0.4177,9.2611,-4.05,1.034
0.02,0.4136,7.6722,-2.0222,1.022
0,0.4012,7.8056,-8.2833,1.009
0,0.4045,11.6278,-1.9056,0.998
0,0.3921,11.3056,-2.9111,0.986
0.02,0.3921,12.1389,-5.6556,0.975
0.1,0.3888,12.6333,-3.9722,0.965
17.58,0.426,13.7222,5.1,0.955
0.02,0.4591,17.6833,3.6389,0.945
26.02,0.6287,16.6278,5.1,0.935
0.02,1.3028,16.0444,1.2944,0.926
0,0.9306,15.4333,-2.9333,0.918
19.58,0.7031,13.7556,2.6944,0.91
0.34,0.7403,13.3222,1.8,0.902
0,1.096,9.6778,-4.3667,0.895
23.26,1.0547,10.0667,2.3222,0.888
18.46,1.5096,9.75,3.8611,0.882
8.07,2.7917,8.3833,1.2944,0.876
0.02,2.4402,5.7389,-2.5167,0.87
0.06,1.7164,4.9611,-4.9889,0.865
0,1.034,0.7778,-10.2,0.86
0,0.8148,-0.8667,-13.2278,0.856
0,0.6452,5.4222,-11.4056,0.852
0.02,0.6121,10.4444,-7.3333,0.849
3.11,0.7031,9.3,-0.2556,0.846
0.2,0.6866,11.5278,3.3167,0.844
0,0.6287,9.9556,-0.0333,0.842
0,0.6121,6.55,-9.65,0.84
0.03,0.5418,4.75,-7.9833,0.839
0,0.5253,9.9056,-5.9556,0.838
0.04,0.5253,9.3667,-4.6278,0.838
0.46,0.5583,9.3556,-0.3167,0.838
0.65,0.5418,9.9944,3.3944,0.839
0.06,0.5418,11.7889,3.2056,0.84
0,0.5253,10.0722,-1.2667,0.842
0,0.5087,12.8389,-4.1333,0.84
0,0.4756,13.9167,-5.6944,0.849
0.28,0.4922,13.7889,1.1333,0.852
0,0.5087,11.9167,-6.2333,0.856
0,0.4756,11.45,-1.6889,0.86
0.08,0.4756,7.7944,-2.5889,0.865
0,0.4756,7.6111,-3.4944,0.87
0.01,0.4756,11.9222,-4.5944,0.875
0.35,0.4591,14.6778,0,0.881
12.95,0.4756,14.8611,3.9167,0.888
3.45,0.5583,10.8056,-1.4778,0.894
0.07,0.7197,1.4722,-8.7056,0.902
0.15,0.6287,0.4778,-13.0556,0.909
6.84,0.4922,1.15,-9.3611,0.917
22.79,0.5583,6.1444,-1.5111,0.926
8.99,2.4278,12.4167,1.1778,0.935
0.08,2.4278,8.25,-2.6278,0.944
0,1.3855,5.8056,-7.6,0.954
0.05,0.9513,13.4611,-0.2611,0.964
14.87,0.8148,15.5833,7.1222,0.974
9.96,2.7835,16.3222,10.2444,0.985
71.08,5.0045,13.9778,0.5222,0.997
0.6,12.9868,4.5056,-5.5056,1.008
0.02,11.0016,4.4444,-5.2333,1.021
0.01,2.8455,12.6667,-2.55,1.033
0,2.101,17.7222,1.4389,1.046
0.45,1.8818,19.3722,7.1333,1.059
0,1.5096,14.1111,-2.9389,1.073
0,1.2201,5.85,-2.1889,1.087
0,1.0547,11.0333,-2.7167,1.101
0,0.9719,9.4889,-4.3111,1.116
0,0.9513,11.0611,-4.9167,1.131
0.01,0.8685,15.5222,0.4944,1.147
0.61,0.852,12.6,1.5722,1.163
2.23,0.852,7.0889,-1.6722,1.179
0.09,0.8355,5.4389,-1.0111,1.196
0.01,0.7776,8.1167,-1.5056,1.212
0,0.761,7.1167,-5.8944,1.23
0,0.761,8.4833,-8.3444,1.247
0,0.7197,12.9944,-1.5056,1.265
0.01,0.7197,19.5,-0.0111,1.283
0.07,0.7031,17.3222,3,1.302
0,0.6866,10,-6.0278,1.321
0,0.6659,6.9556,-8.45,1.34
0,0.6659,16.2722,-2.7944,1.359
0.72,0.6659,21.5722,4.8889,1.379
10.46,0.6659,20.2278,8.7278,1.399
0.26,0.7031,15.7944,3.1,1.419
0,0.7403,12.8611,-2.4444,1.44
0.02,0.7776,14.6056,-1.8444,1.461
34.78,0.6866,13.9611,4.4444,1.482
18.34,2.3078,17.6444,7.8444,1.503
0,7.1138,15.9222,4.05,1.525
0.2,2.7876,15.8278,-1.6,1.546
1.04,1.7164,13.5333,2.8611,1.569
0,1.4269,17.0389,0.8667,1.591
0,1.2201,16.6778,3.5611,1.613
1.05,1.0547,14.8,-2.3667,1.636
30.74,0.9719,16.1778,5.9833,1.659
10.07,2.4237,14.3778,-0.3111,1.682
0.03,5.4594,10.0222,-4.0111,1.705
3.6,2.3906,10.4167,-1.3167,1.729
0.02,1.7164,4.2,-6.6,1.753
0,1.4269,4.6,-6.6889,1.777
0,1.2201,6.6722,-6.0944,1.801
0,1.096,13.4778,-5.7611,1.825
0,1.0547,16.9722,-0.2444,1.849
0,0.9719,19.3944,1.0167,1.874
0,0.9306,20.4944,3.9444,1.898
0,0.8892,21.1111,5.7889,1.923
0.6,0.852,18.4889,5.6833,1.948
17.69,0.8685,13.8222,4.25,1.973
9.79,2.4816,12.7444,2.1056,1.998
0.02,2.1465,5.8222,-4.3,2.023
0,1.3855,8.4944,-3.7944,2.049
0,1.0547,13.6222,-3.6278,2.074
1.31,0.9926,16.7056,-0.8667,2.1
24.63,0.9926,15.1833,3.1556,2.125
0.35,3.652,15.2667,6.5111,2.151
0,2.0101,11.6167,0.3111,2.176
0.11,1.4269,12.5722,-5.1889,2.202
0.29,1.1374,14.9389,3.5556,2.228
2.83,1.0547,14.3222,6.4333,2.254
6.67,0.9926,23.4611,8.3611,2.28
2.93,1.0547,23.7111,10.5389,2.306
2.27,1.034,18.0833,7.3444,2.331
0.41,1.0547,15.0056,5.6222,2.357
0,0.9926,18.4556,4.1389,2.383
2.27,0.9513,24.7111,10.0944,2.409
22.41,1.1374,21.1222,6.4056,2.435
0.05,1.8405,14.2944,0.4722,2.461
0,1.675,18.0389,-0.2889,2.486
0,1.3028,21.4444,5.6222,2.512
0.05,1.1374,18.1889,2.2167,2.538
0.02,1.034,21.6,-0.6111,2.564
4.85,0.9719,23.5667,10.95,2.589
1.39,0.9513,26.75,11.5611,2.615
4.3,1.2366,27.0889,12.9056,2.64
0.01,1.613,19.25,6.3889,2.665
2.1,0.9719,15.7222,3.8333,2.691
1.96,0.9306,22.4333,8.8944,2.716
0.02,0.9306,22.6167,10.4667,2.741
0.06,0.8892,21.5833,3.7611,2.766
0.5,0.8355,22.1444,10.0722,2.79
3.94,0.8148,27.1167,11.5611,2.815
13.46,1.0133,24,13.9833,2.84
2.86,1.4269,20.3167,6.0722,2.864
0,1.2201,25.2167,4.1222,2.888
0,0.9926,27,7.8556,2.912
0,0.9099,26.7667,8.4667,2.936
0.01,0.8355,26.2833,10.4556,2.96
0.09,0.7941,26.0111,11.8167,2.983
5.36,0.7776,26.3389,11.6667,3.007
1.52,0.7197,26.95,10.6889,3.03
1.62,0.7941,27.7222,11.9722,3.053
3.55,0.8148,28.4222,12.9889,3.076
4.43,0.852,28.4556,14.0111,3.098
0.45,0.8148,28.2611,15.55,3.12
0.22,0.9099,24.9278,13.2278,3.143
0.14,0.8355,21.5222,12.0833,3.164
0.45,0.7197,26.2444,14.0833,3.186
1.93,0.7403,29.3278,14.5611,3.207
20.03,0.7776,28.1056,14.7222,3.228
0.28,1.1374,18.9667,5.9778,3.249
0.02,1.1787,17.6111,2.5,3.27
0.17,0.9099,19.7944,2.3056,3.29
4.39,0.7776,20.4667,4.9611,3.31
0.37,0.7197,18.8833,7.9167,3.33
1.41,0.7403,17.4556,3.9556,3.349
0,0.7197,16.9167,2.3889,3.369
0,0.6659,19.3278,1.6722,3.387
0.37,0.6452,22.7278,4.2722,3.406
17.1,0.6287,19.8778,9.5889,3.424
26.47,0.761,11.6611,7.5333,3.442
1.52,1.3028,14.2889,7.8944,3.46
0.12,1.7991,24.0722,9.0611,3.477
0.48,1.3028,26.6,9.9944,3.494
6.58,1.0133,23.9778,12.3167,3.511
2.88,0.8892,22.8889,10.7722,3.527
16.2,1.1746,17.4333,8.9722,3.543
0,2.4898,18.6667,6.0722,3.558
0,1.3442,21.5333,3.9222,3.573
0,0.9926,23.2889,5.4278,3.588
0,0.8685,25.8556,7.0611,3.603
0,0.7941,28.95,10.7167,3.617
0.36,0.7403,27.4333,13.2611,3.63
0.05,0.7031,27.5167,12.3167,3.644
1.19,0.6866,26.7333,15.0944,3.657
4.06,0.6452,28.6833,16.2833,3.669
0.93,0.7197,29.5111,16.2944,3.682
0.34,0.7403,30.1667,15.5611,3.693
0.29,0.6659,29.4722,16.1278,3.705
